manifest_id,manifest_row_id,sampling_seed,selection_reason,source_window_id,cik,year,quarter,form,filename,path,sic,ff12_code,ff12_name,industry_metadata_source
expansion_2024_batch_03,acfa226cf9078f62,20260309,quarter_round_robin,active_2021_2024,1036262,2024,1,10-K,20240327_10-K_edgar_data_1036262_0001437749-24-009626.txt,2024/QTR1/20240327_10-K_edgar_data_1036262_0001437749-24-009626.txt,,12,Other,unknown
expansion_2024_batch_03,35692809fd0d09a4,20260309,quarter_round_robin,active_2021_2024,103682,2024,1,10-K,20240223_10-K_edgar_data_103682_0000950170-24-019110.txt,2024/QTR1/20240223_10-K_edgar_data_103682_0000950170-24-019110.txt,,12,Other,unknown
expansion_2024_batch_03,3692ce65a783286d,20260309,quarter_round_robin,active_2021_2024,1036848,2024,1,10-K,20240318_10-K_edgar_data_1036848_0001213900-24-023493.txt,2024/QTR1/20240318_10-K_edgar_data_1036848_0001213900-24-023493.txt,,12,Other,unknown
expansion_2024_batch_03,9a8a11e606d1f24e,20260309,quarter_round_robin,active_2021_2024,1037646,2024,1,10-K,20240209_10-K_edgar_data_1037646_0001037646-24-000007.txt,2024/QTR1/20240209_10-K_edgar_data_1037646_0001037646-24-000007.txt,,12,Other,unknown
expansion_2024_batch_03,8697518e1268e8f6,20260309,quarter_round_robin,active_2021_2024,1037676,2024,1,10-K,20240215_10-K_edgar_data_1037676_0001558370-24-001229.txt,2024/QTR1/20240215_10-K_edgar_data_1037676_0001558370-24-001229.txt,,12,Other,unknown
expansion_2024_batch_03,a74370fd2abce957,20260309,quarter_round_robin,active_2021_2024,1037976,2024,1,10-K,20240227_10-K_edgar_data_1037976_0001037976-24-000010.txt,2024/QTR1/20240227_10-K_edgar_data_1037976_0001037976-24-000010.txt,,12,Other,unknown
expansion_2024_batch_03,c55527cc46e7578c,20260309,quarter_round_robin,active_2021_2024,1038074,2024,1,10-K,20240220_10-K_edgar_data_1038074_0001104659-24-025535.txt,2024/QTR1/20240220_10-K_edgar_data_1038074_0001104659-24-025535.txt,,12,Other,unknown
expansion_2024_batch_03,1dff92d2205344ee,20260309,quarter_round_robin,active_2021_2024,1038509,2024,1,10-K,20240320_10-K_edgar_data_1038509_0001038509-24-000009.txt,2024/QTR1/20240320_10-K_edgar_data_1038509_0001038509-24-000009.txt,,12,Other,unknown
expansion_2024_batch_03,4f9517818e534568,20260309,quarter_round_robin,active_2021_2024,1039399,2024,1,10-K,20240223_10-K_edgar_data_1039399_0001039399-24-000007.txt,2024/QTR1/20240223_10-K_edgar_data_1039399_0001039399-24-000007.txt,,12,Other,unknown
expansion_2024_batch_03,8705f0dfe4afeb3a,20260309,quarter_round_robin,active_2021_2024,1039466,2024,1,10-K,20240209_10-K_edgar_data_1039466_0001185185-24-000148.txt,2024/QTR1/20240209_10-K_edgar_data_1039466_0001185185-24-000148.txt,,12,Other,unknown
expansion_2024_batch_03,f533fae481906f93,20260309,quarter_round_robin,active_2021_2024,1039828,2024,1,10-K,20240229_10-K_edgar_data_1039828_0001039828-24-000020.txt,2024/QTR1/20240229_10-K_edgar_data_1039828_0001039828-24-000020.txt,,12,Other,unknown
expansion_2024_batch_03,1cc90057cbb7ea28,20260309,quarter_round_robin,active_2021_2024,1040161,2024,1,10-K,20240313_10-K_edgar_data_1040161_0001040161-24-000010.txt,2024/QTR1/20240313_10-K_edgar_data_1040161_0001040161-24-000010.txt,,12,Other,unknown
expansion_2024_batch_03,8e1027b4eed983b9,20260309,quarter_round_robin,active_2021_2024,1040765,2024,1,10-K,20240212_10-K_edgar_data_1040765_0000899689-24-000005.txt,2024/QTR1/20240212_10-K_edgar_data_1040765_0000899689-24-000005.txt,,12,Other,unknown
expansion_2024_batch_03,dea7c1b3d0fd3fde,20260309,quarter_round_robin,active_2021_2024,1040829,2024,1,10-K,20240223_10-K_edgar_data_1040829_0001558370-24-001613.txt,2024/QTR1/20240223_10-K_edgar_data_1040829_0001558370-24-001613.txt,,12,Other,unknown
expansion_2024_batch_03,3df216ab0ea6e05f,20260309,quarter_round_robin,active_2021_2024,1041061,2024,1,10-K,20240220_10-K_edgar_data_1041061_0001041061-24-000011.txt,2024/QTR1/20240220_10-K_edgar_data_1041061_0001041061-24-000011.txt,,12,Other,unknown
expansion_2024_batch_03,d003d25c86adb709,20260309,quarter_round_robin,active_2021_2024,104169,2024,1,10-K,20240315_10-K_edgar_data_104169_0000104169-24-000056.txt,2024/QTR1/20240315_10-K_edgar_data_104169_0000104169-24-000056.txt,,12,Other,unknown
expansion_2024_batch_03,11452f76151c1227,20260309,quarter_round_robin,active_2021_2024,1042046,2024,1,10-K,20240223_10-K_edgar_data_1042046_0001042046-24-000009.txt,2024/QTR1/20240223_10-K_edgar_data_1042046_0001042046-24-000009.txt,,12,Other,unknown
expansion_2024_batch_03,914bd93b24519a77,20260309,quarter_round_robin,active_2021_2024,1042074,2024,1,10-K,20240228_10-K_edgar_data_1042074_0001193125-24-050758.txt,2024/QTR1/20240228_10-K_edgar_data_1042074_0001193125-24-050758.txt,,12,Other,unknown
expansion_2024_batch_03,444cc7382e1a838c,20260309,quarter_round_robin,active_2021_2024,1042187,2024,1,10-K,20240329_10-K_edgar_data_1042187_0001493152-24-011910.txt,2024/QTR1/20240329_10-K_edgar_data_1042187_0001493152-24-011910.txt,,12,Other,unknown
expansion_2024_batch_03,f456fdf4f76342f1,20260309,quarter_round_robin,active_2021_2024,1042729,2024,1,10-K,20240301_10-K_edgar_data_1042729_0001437749-24-006268.txt,2024/QTR1/20240301_10-K_edgar_data_1042729_0001437749-24-006268.txt,,12,Other,unknown
expansion_2024_batch_03,ec79eafd06ddebde,20260309,quarter_round_robin,active_2021_2024,1042773,2024,1,10-K,20240220_10-K_edgar_data_1042773_0001130310-24-000010.txt,2024/QTR1/20240220_10-K_edgar_data_1042773_0001130310-24-000010.txt,,12,Other,unknown
