sentence_id,sentence,source_cik,source_year,source_form,source_file,sentence_index,label,truth_label,irr_item_id,resolution_source,rater1_label,rater2_label,prelabel_eligible,assistive_label,assistive_confidence,assistive_rationale,assistive_model,assistive_generated_at,assistive_prompt_hash,binary_prob_irrelevant,binary_prob_non_irrelevant,binary_label,logreg_prob_actionable,logreg_prob_speculative,logreg_prob_irrelevant,logreg_label,local_prob_actionable,local_prob_speculative,local_prob_irrelevant,local_label,local_confidence,conditional_as_prob_actionable,conditional_as_prob_speculative,conditional_as_margin,binary_logreg_relevance_disagreement,api_a_label,api_b_label,deferred__local_only,final_label__local_only,deferred__api_a_low_conf_060,final_label__api_a_low_conf_060,deferred__api_a_low_as_margin_015,final_label__api_a_low_as_margin_015,deferred__api_a_component_disagreement,final_label__api_a_component_disagreement,deferred__api_a_conf_or_margin,final_label__api_a_conf_or_margin,deferred__api_a_conf_or_margin_or_disagreement,final_label__api_a_conf_or_margin_or_disagreement,deferred__oracle_error_only,final_label__oracle_error_only
8a565a36583fdb5d,"Our global strategy is to deliver higher value by focusing on the following strategic priorities: Invest in high-growth technologies such as hybrid cloud, security, data analytics, artificial intelligence (""AI""), hyperscale infrastructure, and services.",1177394,2024,10-K,2024/QTR1/20240126_10-K_edgar_data_1177394_0001177394-24-000014.txt,1,Speculative,Speculative,8879d1d385f10adf,agreement,Speculative,Speculative,True,Speculative,high,"Describes strategic intention to invest in AI (future/plan), not a present or past factual claim of current capability or deployment.",gpt-5-mini,2026-04-09T00:06:06.257842+00:00,94807cfe865ef631700bd7a4135b3ab79ec3970f216bc690dedef4aec0a1b204,0.08833948453784812,0.9116605154621519,Non-Irrelevant,0.2602301471704357,0.693233849765438,0.046536003064126426,Speculative,0.24882066954872864,0.6628398459134233,0.08833948453784812,Speculative,0.6628398459134233,0.2729312779577746,0.7270687220422254,0.4541374440844508,False,Speculative,,False,Speculative,False,Speculative,False,Speculative,False,Speculative,False,Speculative,False,Speculative,False,Speculative
b2aa133e99708d1f,"Further, we expect that the breadth and complexity of our information and technology systems and infrastructure will increase as we expand our product offerings to utilize and generate data analytics and potentially artificial intelligence (which create emerging enterprise risks, including but not limited to cybersecurity, monitoring, and oversight).",10456,2024,10-K,2024/QTR1/20240208_10-K_edgar_data_10456_0001628280-24-003932.txt,1,Speculative,Speculative,b8d8be924a422a72,agreement,Speculative,Speculative,True,Speculative,high,"Describes expected future expansion to utilize/generate AI and analytics—future intention, not a present factual claim of capability.",gpt-5-mini,2026-04-09T00:06:09.760540+00:00,dc08d669b4eff1636f1d4a5d447a6f4e48d331914d53bd88b5ea54aa2db757e2,0.6890274302299981,0.31097256977000187,Irrelevant,0.12615564482841216,0.29404452581564744,0.5797998293559404,Irrelevant,0.09336251578182835,0.21761005398817354,0.6890274302299981,Irrelevant,0.6890274302299981,0.30022749546971333,0.6997725045302867,0.3995450090605734,False,Speculative,,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,True,Speculative
443e08880e8e2f62,The rapid evolution and increased adoption of artificial intelligence technologies may intensify our cybersecurity risks.,1058090,2024,10-K,2024/QTR1/20240208_10-K_edgar_data_1058090_0001562762-24-000023.txt,1,Irrelevant,Irrelevant,9e94ac2eda0c4b87,agreement,Irrelevant,Irrelevant,True,Irrelevant,high,"Generic, non-firm-specific risk statement about potential AI impacts; no present/past firm capability, product, or investment claimed.",gpt-5-mini,2026-04-09T00:06:12.639711+00:00,d0d5d359dcec854e9023711e33ce33296510acbab5308840ae82ddd00288f33f,0.903858690238293,0.09614130976170703,Irrelevant,0.04500160216271169,0.06087194369655241,0.8941264541407358,Irrelevant,0.04086491047583812,0.0552763992858689,0.903858690238293,Irrelevant,0.903858690238293,0.42505048638430937,0.5749495136156906,0.1498990272313812,False,Irrelevant,,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant
816a6659cda5c994,"We may not be able to sufficiently mitigate or detect any of the foregoing limitations or risks given the lack of experience with using AI/ML methods in our business, the pace of technological change, and rapid adoption of AI/ML by our business partners and competitors.",1026214,2024,10-K,2024/QTR1/20240214_10-K_edgar_data_1026214_0001026214-24-000025.txt,12,Irrelevant,Irrelevant,396f8e326cdb60aa,agreement,Irrelevant,Irrelevant,True,Irrelevant,high,"Primarily a risk disclosure about lack of experience and mitigation uncertainty, not a present factual claim of an AI capability or offering.",gpt-5-mini,2026-04-09T00:06:19.606458+00:00,2dad49b4ba365a7c21ce583ad6067c235398a71a6e357f32f83b6b3609007e41,0.8767022671633556,0.12329773283664432,Irrelevant,0.05812247165275101,0.0924315196702644,0.8494460086769847,Irrelevant,0.047599993322467254,0.07569773951417705,0.8767022671633556,Irrelevant,0.8767022671633556,0.3860573282846321,0.6139426717153679,0.2278853434307358,False,Irrelevant,,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant
2387103833acfbe8,"In the future, we directly or through our third-party provided information technology systems or software may incorporate artificial intelligence AI capabilities into our business.",1052752,2024,10-K,2024/QTR1/20240215_10-K_edgar_data_1052752_0000950170-24-015982.txt,1,Speculative,Speculative,02578338add32948,third_adjudicator,Speculative,Actionable,True,Speculative,high,"Future-tense conditional about possibly incorporating AI via third-party systems — describes intention/planning, not a present factual capability.",gpt-5-mini,2026-04-09T00:06:22.132791+00:00,0ea285a60d89642b9ad5d0984e8bfcf68b93181a21b97e710a8ddc88f17afe99,0.2777357538999572,0.7222642461000428,Non-Irrelevant,0.20127597028047223,0.6452098303334034,0.15351419938612443,Speculative,0.1717387779301834,0.5505254681698594,0.2777357538999572,Speculative,0.5505254681698594,0.23777831847209477,0.7622216815279053,0.5244433630558105,False,Speculative,,False,Speculative,True,Speculative,False,Speculative,False,Speculative,True,Speculative,True,Speculative,False,Speculative
7f149b24b4a063a6,"We plan to build Earth-2, a digital twin of the Earth on NVIDIA AI and NVIDIA Omniverse platforms.",1045810,2024,10-K,2024/QTR1/20240221_10-K_edgar_data_1045810_0001045810-24-000029.txt,56,Irrelevant,Irrelevant,f7a9d8ed21ba97ab,third_adjudicator,Speculative,Irrelevant,True,Speculative,high,"Expresses an intention to build a product (future/planned) on NVIDIA platforms, not a present or past factual claim.",gpt-5-mini,2026-04-09T00:06:25.872130+00:00,d20c67a1334a3647b20d8fed53b838ff5aebe03c48c30ffa485387f74aea47bc,0.1098015493183917,0.8901984506816083,Non-Irrelevant,0.2611271047022379,0.6788778050047587,0.0599950902930034,Speculative,0.24729120203144836,0.6429072486501599,0.1098015493183917,Speculative,0.6429072486501599,0.277793341296092,0.722206658703908,0.444413317407816,False,Speculative,,False,Speculative,False,Speculative,False,Speculative,False,Speculative,False,Speculative,False,Speculative,True,Speculative
0ccc9d39cf23cb67,"AFG may also utilize AI to assist with modeled outputs and related analyses, the results of which may be unintentionally deficient, inaccurate or misleading.",1042046,2024,10-K,2024/QTR1/20240223_10-K_edgar_data_1042046_0001042046-24-000009.txt,5,Irrelevant,Irrelevant,f470393be52a113b,agreement,Irrelevant,Irrelevant,True,Speculative,high,Uses conditional 'may utilize' — describes potential future/contingent AI use rather than a present factual capability.,gpt-5-mini,2026-04-09T00:06:34.189084+00:00,c1ce654bbfe769e477876fad597c0a7bf0b685592111f5dac8f87657ad19e264,0.833023284113659,0.16697671588634103,Irrelevant,0.11927502025349171,0.07901706223839729,0.8017079175081111,Irrelevant,0.10043845885787958,0.06653825702846144,0.833023284113659,Irrelevant,0.833023284113659,0.6015117636296475,0.3984882363703524,0.20302352725929512,False,Speculative,,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant
8958039040583169,"The Company is building and expects to use systems and tools that incorporate AI-based technologies, including generative AI, for its customers and workforce.",104889,2024,10-K,2024/QTR1/20240223_10-K_edgar_data_104889_0000104889-24-000010.txt,10,Speculative,Speculative,ee547e9cf8ebef9a,agreement,Speculative,Speculative,True,Speculative,high,Describes planned building and expected future use of AI systems—no present/past factual claim of existing capability.,gpt-5-mini,2026-04-09T00:06:36.533622+00:00,19e5580a248c5d272695e6c5db06042cdf112ee074bcaf4197411e9dcf9d5a38,0.12458506036364736,0.8754149396363526,Non-Irrelevant,0.3159392839739497,0.616305009958141,0.06775570606790941,Speculative,0.2966797126129205,0.578735227023432,0.12458506036364736,Speculative,0.578735227023432,0.33890181579053386,0.6610981842094661,0.32219636841893223,False,Speculative,,False,Speculative,True,Speculative,False,Speculative,False,Speculative,True,Speculative,True,Speculative,False,Speculative
c60a6f3c116164ab,"JLL's technology strategy is to build, buy, partner and invest to curate an industry-leading technology portfolio that extends seamlessly into the generative AI era.",1037976,2024,10-K,2024/QTR1/20240227_10-K_edgar_data_1037976_0001037976-24-000010.txt,5,Speculative,Speculative,bb39b8d259b79f4d,agreement,Speculative,Speculative,True,Speculative,high,"Describes JLL's strategy/intention to build/buy/partner/invest around generative AI, not a present factual capability or implemented product.",gpt-5-mini,2026-04-09T00:06:39.346964+00:00,88d509f066f1941b1906f7ab6c5cccdec1d7acaf68bbce1f04dfc36af9557596,0.06807444163711818,0.9319255583628818,Non-Irrelevant,0.3050982135440268,0.6588965822187739,0.03600520423719927,Speculative,0.2949485041436847,0.636977054219197,0.06807444163711818,Speculative,0.636977054219197,0.31649363138169767,0.6835063686183023,0.3670127372366046,False,Speculative,,False,Speculative,False,Speculative,False,Speculative,False,Speculative,False,Speculative,False,Speculative,False,Speculative
d45aad6a9beb03d3,Governments have passed and are likely to pass additional laws regulating generative AI.,1070494,2024,10-K,2024/QTR1/20240228_10-K_edgar_data_1070494_0000950170-24-021473.txt,2,Irrelevant,Irrelevant,fa86dc32320d824d,agreement,Irrelevant,Irrelevant,True,Irrelevant,high,"Generic regulatory prediction about governments, not a firm-specific present/past capability, product, or investment claim.",gpt-5-mini,2026-04-09T00:06:41.346189+00:00,76f6cd45d3dda49c61083c82991c7c6fec6fcfed64ddce27d8f0a742a9dd8003,0.781929193816113,0.2180708061838869,Irrelevant,0.10008940020223753,0.1526161942376956,0.7472944055600669,Irrelevant,0.08637155912965631,0.1316992470542306,0.781929193816113,Irrelevant,0.781929193816113,0.3960711689983115,0.6039288310016885,0.20785766200337696,False,Irrelevant,,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant
