sentence_id,irr_item_id,sample_id,batch_row_id,sentence,source_cik,source_year,source_form,source_file,sentence_index,source_section,ff12_code,ff12_name,label,review_note,rater1_label,rater2_label,rater2_note,disagreement_pair,transition,resolution_source,adjudication_note,benchmark_name,benchmark_asset_role,review_status,rubric_version,prelabel_eligible,skip_reason,assistive_label,assistive_confidence,assistive_rationale,assistive_model,assistive_generated_at,assistive_prompt_hash,binary_prob_irrelevant,binary_prob_non_irrelevant,binary_label,logreg_prob_actionable,logreg_prob_speculative,logreg_prob_irrelevant,logreg_label,local_prob_actionable,local_prob_speculative,local_prob_irrelevant,local_label,local_confidence,conditional_as_prob_actionable,conditional_as_prob_speculative,conditional_as_margin,binary_logreg_relevance_disagreement,api_a_label,api_b_label,deferred__local_only,final_label__local_only,deferred__api_a_low_conf_060,final_label__api_a_low_conf_060,deferred__api_a_low_as_margin_015,final_label__api_a_low_as_margin_015,deferred__api_a_component_disagreement,final_label__api_a_component_disagreement,deferred__api_a_conf_or_margin,final_label__api_a_conf_or_margin,deferred__api_a_conf_or_margin_or_disagreement,final_label__api_a_conf_or_margin_or_disagreement,deferred__oracle_error_only,final_label__oracle_error_only
6f14a124157d5bf1,00e4a2604a0468ec,b5c8399bb55eccda,b5c8399bb55eccda,"We have entered into a Loan Agreement with Beyebe AI pursuant to which we may borrow up to 1,000,000 to fund our operations.",2016167,2024,10-K,2024/QTR4/20241227_10-K_edgar_data_2016167_0001753926-24-002159.txt,10,,12,Other,Actionable,Factual,Actionable,Actionable,Factual,,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Irrelevant,high,"States a present financing agreement with an entity named Beyebe AI, not a claim about the firm's AI capabilities or offerings.",gpt-5-mini,2026-04-09T17:30:10.242864+00:00,f5a4abd674d125044dab56bbf90560dfbcf08537d02a173b3f626f14b5978b7d,0.105923538394049,0.894076461605951,Non-Irrelevant,0.7360160384723865,0.20865403264427562,0.05532992888333788,Actionable,0.6965972941058215,0.19747916750012948,0.105923538394049,Actionable,0.6965972941058215,0.7791249675162961,0.2208750324837039,0.5582499350325922,False,Irrelevant,,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable
7044956aa9ec841d,024297e81b8cb4dc,41473310ab8ca80d,41473310ab8ca80d,"32 We have integrated, and may continue to integrate in the future, open-source AI algorithms in certain tools and features available on our platform.",2013807,2024,10-K,2024/QTR4/20241024_10-K_edgar_data_2013807_0001213900-24-090457.txt,9,,12,Other,Actionable,Factual,Actionable,Actionable,Factual,,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Actionable,high,States a present/past factual integration of open‑source AI into the firm's platform tools/features.,gpt-5-mini,2026-04-09T17:28:46.131192+00:00,7faa2683ef536e6227f53a42c4003a10b3d36c47ad55255cdaee4291a7d61cd5,0.12254826361279392,0.8774517363872061,Non-Irrelevant,0.7204570116147112,0.21357953181178804,0.06596345657350072,Actionable,0.6768110522898529,0.2006406840973532,0.12254826361279392,Actionable,0.6768110522898529,0.7713370710012323,0.22866292899876775,0.5426741420024646,False,Actionable,,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable
210a47757b1a11e0,02889477d45ae650,f36dda5a226f77d0,f36dda5a226f77d0,The Company may adopt and integrate generative artificial intelligence tools into our systems for specific use cases reviewed by legal and information security.,1053691,2024,10-K,2024/QTR1/20240329_10-K_edgar_data_1053691_0001437749-24-010064.txt,3,,12,Other,Speculative,Expectation not factual,Speculative,Speculative,Expectation not factual,,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Speculative,high,Future intent to adopt/integrate AI; no current capability or owned asset stated.,gpt-5,2026-04-09T17:32:36.692180+00:00,d0c3fc94076ecec2320cce2ae1efc05baf81a74e094ccee617dcf4022e4db92d,0.30411103180832844,0.6958889681916716,Non-Irrelevant,0.42324221780504656,0.3766702998679366,0.2000874823270168,Actionable,0.3682022517916352,0.3276867164000364,0.30411103180832844,Actionable,0.3682022517916352,0.5291106320429838,0.47088936795701625,0.05822126408596756,False,Speculative,,False,Actionable,True,Speculative,True,Speculative,False,Actionable,True,Speculative,True,Speculative,True,Speculative
6aa22fe4ac66e37b,03a36e29620b82e1,3c0bef7150a17b78,3c0bef7150a17b78,"Our AI products may not operate as anticipated, which could adversely affect our reputation, revenues and profitability.",1341439,2024,10-K,2024/QTR2/20240620_10-K_edgar_data_1341439_0000950170-24-075605.txt,12,,12,Other,Irrelevant,Risk related,Irrelevant,Irrelevant,Risk related,,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Irrelevant,high,Risk disclosure about potential AI product failures; does not assert a present firm capability or deployment claim.,gpt-5-mini,2026-04-09T17:26:09.864766+00:00,688510b0f19c399acd07a10c113a6327672391835f5c7f6d2cb904125a825b1f,0.9078148654713435,0.09218513452865654,Irrelevant,0.051926562455366095,0.05662011543599146,0.8914533221086425,Irrelevant,0.04409952693669437,0.04808560759196217,0.9078148654713435,Irrelevant,0.9078148654713435,0.4783800247423369,0.5216199752576631,0.04323995051532625,False,Irrelevant,,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant
691019462fccd741,049e5552d70dfab9,6785abe9fed3071d,6785abe9fed3071d,"From endpoint devices to data centers, generative AI applications will drive the need for higher speed and higher bandwidth networks, while increasing the requirements for our precision timing solutions.",4127,2024,10-K,2024/QTR4/20241115_10-K_edgar_data_4127_0000004127-24-000131.txt,3,,12,Other,Irrelevant,Market related,Speculative,Irrelevant,General trend,I_vs_S,S->I,third_adjudicator,Market related,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Irrelevant,high,Market trend about AI driving network demand; not a present focal-firm AI capability or owned asset claim.,gpt-5,2026-04-09T17:34:55.127236+00:00,3331222d448199a46355fd1f0c28a6d0617ce628058545564c7a7b806ceafdff,0.1977729736278685,0.8022270263721315,Non-Irrelevant,0.32152595878437784,0.5509050318608201,0.12756900935480212,Speculative,0.2956529703584753,0.5065740560136562,0.1977729736278685,Speculative,0.5065740560136562,0.36854027680355145,0.6314597231964486,0.26291944639289716,False,Irrelevant,,False,Speculative,True,Irrelevant,False,Speculative,False,Speculative,True,Irrelevant,True,Irrelevant,True,Irrelevant
c4e09d07456063ba,060535d5cb5631a3,4144f4d0f5d5a037,4144f4d0f5d5a037,"We continue to build and integrate AI into our offerings, and this innovation presents risks and challenges that could affect its adoption, and therefore our business.",1374339,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1374339_0001558370-24-004532.txt,4,,12,Other,Speculative,Risk related,Speculative,Irrelevant,Risk related,I_vs_S,S->I,third_adjudicator,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Speculative,high,"Build/integrate language signals ongoing plans without an independent present factual capability or owned asset; discusses risks, not current offerings.",gpt-5,2026-04-09T17:32:44.867917+00:00,ef97514f37ae69774dbb7ec4f41e8a550f2f5baf517fae5203ea8fe6b52c75a3,0.5304677646206519,0.46953223537934813,Irrelevant,0.18047983584539484,0.4129745557551258,0.4065456083994794,Speculative,0.1427929457844991,0.32673928959484905,0.5304677646206519,Irrelevant,0.5304677646206519,0.3041174492931944,0.6958825507068057,0.3917651014136113,True,Speculative,,False,Irrelevant,True,Speculative,False,Irrelevant,True,Speculative,True,Speculative,True,Speculative,True,Speculative
12979cd488809993,07128f55eee65089,a6d17d220588733f,a6d17d220588733f,"BOSS Money's growth strategy includes: Expansion of our international payout network with a focus on certain popular destinations in Africa and Asia; Expansion of origination beyond the United States and Canada to the United Kingdom and, potentially over the longer term, to European countries with large immigrant populations; Continued migration of our BOSS Revolution and IDT Digital Payments customers from competitors to BOSS Money; Further enhancement to our BOSS Money app, BOSS Revolution app and retailer portal; Increasing the number of BOSS Money retail agents; and Addition of new features and offerings. net2phone net2phone's revenues were 82.3 million in fiscal 2024 compared to 72.4 million in fiscal 2023. net2phone's income from operations was 1.7 million in fiscal 2024 compared to loss from operations of 2.8 million in fiscal 2023. net2phone enables its customers to transform their communications by leveraging its cloud platform to provide solutions that enable more intelligent, flexible and adaptive communications. net2phone operates in the United States, Canada, Mexico, Central and South America and Spain. net2phone's offerings include: Unified Communications as a Service (UCaaS): net2phone's Unite branded UCaaS service utilizes its cloud platform to provide conversational continuity across channels from any connected device tethered or mobile and to measure, manage and analyze those communications for enhanced insight and productivity. net2phone provides its UCaaS customers that convert from on-premise PBXs with advanced Internet Protocol, or IP, desktop phones and/or with a bring-your-own-device solution accessed through its integrated web portal and through net2phone's mobile app. net2phone's UCaaS service includes multi-channel communications with voice management features, unlimited domestic and international calling to over 40 countries, robust messaging and chat tools, voicemail to email transcription, client analytics, AI-powered functionalities including instant call summaries and transcripts, internal team chat, the net2phone Huddle video conferencing service, and reporting and system management capabilities accessed through its online console. net2phone's UCaaS service integrates seamlessly with business communication platforms (such as Microsoft Teams and Slack), leading customer relationship management, or CRM, services (such as SalesForce, Zoho and others) and text-based communications platforms. net2phone adds features, enhancements and integrations on a regular basis leveraging its agile development philosophy.",1005731,2024,10-K,2024/QTR4/20241015_10-K_edgar_data_1005731_0001493152-24-041147.txt,3,,12,Other,Actionable,Factual,Actionable,Actionable,Factual,,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Actionable,high,States current AI-powered functionalities (instant call summaries and transcripts) as part of net2phone's UCaaS offerings.,gpt-5-mini,2026-04-09T17:28:33.675933+00:00,9ed83956c2823b519cb4410de6cf39845c96562f2d0f50bacd8fb8cad9eff7a3,0.11006382529416148,0.8899361747058385,Non-Irrelevant,0.7206918723756177,0.2178399670631997,0.061468160561182594,Actionable,0.6833756097470749,0.20656056495876365,0.11006382529416148,Actionable,0.6833756097470749,0.7678928322842471,0.23210716771575293,0.5357856645684942,False,Actionable,,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable
939249e2002fe41a,09c075855654cce4,08b289e61e62afce,08b289e61e62afce,"As with many new and emerging technologies, AI presents numerous risks and challenges that could adversely affect our business.",1069183,2024,10-K,2024/QTR1/20240227_10-K_edgar_data_1069183_0001069183-24-000006.txt,6,,12,Other,Irrelevant,Risk related,Irrelevant,Irrelevant,Risk related,,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Irrelevant,high,"Generic risk framing about AI's potential harms; no present firm-specific capability, product, or investment claim.",gpt-5-mini,2026-04-09T17:24:11.460163+00:00,5b8d1a9296429c5d5d784cdf9148d00a17d0e14d5600175dc44c888cc8c7e70b,0.9094752280394711,0.09052477196052894,Irrelevant,0.032543819764798324,0.08376569126745315,0.8836904889677486,Irrelevant,0.025329156977678464,0.06519561498285048,0.9094752280394711,Irrelevant,0.9094752280394711,0.27980359882842465,0.7201964011715754,0.4403928023431507,False,Irrelevant,,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant
9ee2d8f8a21a2fc3,0a6ad745a23579f2,c883bd0b3af9c66a,c883bd0b3af9c66a,"Web application firewalls are designed to protect external facing applications, while our email security gateway utilizes machine learning and multilayered detection techniques designed to filter malicious emails.",1003815,2024,10-K,2024/QTR1/20240322_10-K_edgar_data_1003815_0001410578-24-000276.txt,1,,12,Other,Actionable,Factual,Actionable,Actionable,Factual,,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Actionable,high,States present firm product capability: their email security gateway uses machine learning and multilayered detection to filter malicious emails.,gpt-5-mini,2026-04-09T17:24:28.156371+00:00,51be9bfdaa11704e332c191312ebe22232bc29e449ca6252809edb14f2b67d25,0.2752806658375718,0.7247193341624282,Non-Irrelevant,0.7903955223256572,0.0723914209794969,0.13721305669484588,Actionable,0.6639123611102439,0.06080697305218436,0.2752806658375718,Actionable,0.6639123611102439,0.9160958316056793,0.08390416839432072,0.8321916632113586,False,Actionable,,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable
04c7039933b959aa,0ab24d03c8239142,c76d591489724f5f,c76d591489724f5f,"Additionally, the proliferation of generative AI applications is expected to accelerate the creation of digital content such as text, images and video over the long-term.",1137789,2024,10-K,2024/QTR3/20240802_10-K_edgar_data_1137789_0001137789-24-000068.txt,5,,12,Other,Irrelevant,Trends,Speculative,Irrelevant,General trend,I_vs_S,S->I,third_adjudicator,Trends,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Irrelevant,high,Market trend/future expectation about generative AI; no focal-firm claim or present capability. Thus irrelevant per rules 1-3.,gpt-5,2026-04-09T17:33:43.000855+00:00,37aa1c24cf97e41e5cf5190d6f1a25205d5771e5ddad77dff04e5e21e923e531,0.37253448676425027,0.6274655132357497,Non-Irrelevant,0.14082231332106848,0.6211362053430682,0.2380414813358633,Speculative,0.11596582089267049,0.5114996923430792,0.37253448676425027,Speculative,0.5114996923430792,0.18481624638564018,0.8151837536143599,0.6303675072287197,False,Irrelevant,,False,Speculative,True,Irrelevant,False,Speculative,False,Speculative,True,Irrelevant,True,Irrelevant,True,Irrelevant
