batch_id,batch_row_id,sampling_seed,selection_reason,sentence_id,sentence_text_id,sentence,sentence_norm,label,is_uncertain,uncertainty_note,source_file,source_year,source_quarter,source_form,source_section,source_cik,sentence_index,manifest_id,manifest_row_id,source_window_id,token_count,fragment_score,integrity_flags,sic,ff12_code,ff12_name,industry_metadata_source,length_bin,edge_case_flag,filing_selection_reason
labeling_batch_v2,90d54f1ebded9d97,20260311,quarter_diversity_fill,934715725061e415,7cb5c14a5309e193,"In addition, the use or adoption of new and emerging technologies may increase our exposure to intellectual property claims, and the availability of copyright and other intellectual property protection for AI-generated material is uncertain.",in addition the use or adoption of new and emerging technologies may increase our exposure to intellectual property claims and the availability of copyright and other intellectual property protection for ai generated material is uncertain,,,,2024/QTR1/20240126_10-K_edgar_data_1065280_0001065280-24-000030.txt,2024,1,10-K,item_1_business,1065280,2,expansion_2024_batch_04,19741dd7754c0dad,active_2021_2024,34,0.0,[],,12,Other,unknown,long,True,quarter_round_robin
labeling_batch_v2,4a93496cd66500fd,20260311,quarter_diversity_fill,378e04590eef68e1,87819842ff46b314,"In light of the recent proliferation of generative artificial intelligence tools and large language models, there is also a risk that the dissemination of such opinions, characterizations or disinformation may negatively impact the conclusions that these tools and models draw about our business and prospects.",in light of the recent proliferation of generative artificial intelligence tools and large language models there is also a risk that the dissemination of such opinions characterizations or disinformation may negatively impact the conclusions that these tools and models draw about our business and prospects,,,,2024/QTR1/20240129_10-K_edgar_data_1035443_0001035443-24-000072.txt,2024,1,10-K,other,1035443,3,expansion_2024_batch_02,16403748b5128cc2,active_2021_2024,45,0.0,[],,12,Other,unknown,long,True,quarter_round_robin
labeling_batch_v2,e9fa370611000863,20260311,quarter_diversity_fill,229455426599564b,82e424114f63bd00,"In addition, with the prolific use of artificial intelligence technologies, there is an increased risk of unauthorized or accidental disclosure.",in addition with the prolific use of artificial intelligence technologies there is an increased risk of unauthorized or accidental disclosure,,,,2024/QTR1/20240131_10-K_edgar_data_1035267_0001035267-24-000021.txt,2024,1,10-K,other,1035267,3,expansion_2024_batch_02,ac6970231a1b713c,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,c1ef9d8fbe3d9ebe,20260311,quarter_diversity_fill,018f0bc04cf8e228,c2983d9a5a64f307,Issues in the development and use of artificial intelligence may result in reputational harm or liability.,issues in the development and use of artificial intelligence may result in reputational harm or liability,,,,2024/QTR1/20240207_10-K_edgar_data_1043604_0001043604-24-000014.txt,2024,1,10-K,other,1043604,30,expansion_2024_batch_03,e02baa12a5033a79,active_2021_2024,16,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,057bcae2029a93ad,20260311,quarter_diversity_fill,443e08880e8e2f62,1f25c0c05eb0edbc,The rapid evolution and increased adoption of artificial intelligence technologies may intensify our cybersecurity risks.,the rapid evolution and increased adoption of artificial intelligence technologies may intensify our cybersecurity risks,,,,2024/QTR1/20240208_10-K_edgar_data_1058090_0001562762-24-000023.txt,2024,1,10-K,item_1_business,1058090,1,expansion_2024_batch_04,20ec983a2c89f00a,active_2021_2024,15,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,c833783c2d76b866,20260311,quarter_diversity_fill,d84aa0479094bd28,6dbff0319e746886,"Further, if we fail to adopt these new technologies, we may face price pressure from competitors using lower-cost AI systems.",further if we fail to adopt these new technologies we may face price pressure from competitors using lower cost ai systems,,,,2024/QTR1/20240209_10-K_edgar_data_1037646_0001037646-24-000007.txt,2024,1,10-K,other,1037646,4,expansion_2024_batch_03,9a8a11e606d1f24e,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,b2d5799fe20cdc5a,20260311,quarter_diversity_fill,b855ae56bcdb0059,c16cf453ae238aab,The rapid evolution and increased adoption of artificial intelligence technologies may intensify our cyber security risks.,the rapid evolution and increased adoption of artificial intelligence technologies may intensify our cyber security risks,,,,2024/QTR1/20240214_10-K_edgar_data_1054905_0000950170-24-014960.txt,2024,1,10-K,other,1054905,1,expansion_2024_batch_04,c4e42cb84e766ab7,active_2021_2024,16,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,ab5340079fe636c4,20260311,quarter_diversity_fill,6e4b0f9f9c1898d9,9988fdaae6c86d7e,"Our use of AI technologies may not be successful and may present business, financial, legal, and reputational risks.",our use of ai technologies may not be successful and may present business financial legal and reputational risks,,,,2024/QTR1/20240214_10-K_edgar_data_1058290_0001058290-24-000017.txt,2024,1,10-K,other,1058290,14,expansion_2024_batch_04,398bb599b55b43c3,active_2021_2024,18,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,b2bfee5fc882f15c,20260311,quarter_diversity_fill,f4349648ca8256c9,07ad4a97649a79e4,Future regulations could also affect products and services the Company offers that incorporate or are based on artificial intelligence technologies.,future regulations could also affect products and services the company offers that incorporate or are based on artificial intelligence technologies,,,,2024/QTR1/20240214_10-K_edgar_data_1059556_0001059556-24-000017.txt,2024,1,10-K,other,1059556,8,expansion_2024_batch_04,8789f669d53db57b,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,b08e1cbce414926e,20260311,quarter_diversity_fill,80ce1c8adb92e58e,29eb4aa2c8052737,"In addition, the emergence and increased adoption of artificial intelligence AI could cause us to fall behind competitively.",in addition the emergence and increased adoption of artificial intelligence ai could cause us to fall behind competitively,,,,2024/QTR1/20240215_10-K_edgar_data_1021561_0001140361-24-008111.txt,2024,1,10-K,other,1021561,1,expansion_2024_batch_02,828d1ec00e546271,active_2021_2024,18,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,c04d675de58a9dd0,20260311,quarter_diversity_fill,5ae70fcfe3c6fbae,8835b0aa74a423ea,Such integration and use of AI may become more important in our product offerings and operations over time.,such integration and use of ai may become more important in our product offerings and operations over time,,,,2024/QTR1/20240215_10-K_edgar_data_1050446_0000950170-24-015847.txt,2024,1,10-K,other,1050446,13,expansion_2024_batch_03,96cd4ae986ccb42b,active_2021_2024,18,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,df42379864a36f3b,20260311,quarter_diversity_fill,2387103833acfbe8,717b40a2f901a513,"In the future, we directly or through our third-party provided information technology systems or software may incorporate artificial intelligence AI capabilities into our business.",in the future we directly or through our third party provided information technology systems or software may incorporate artificial intelligence ai capabilities into our business,,,,2024/QTR1/20240215_10-K_edgar_data_1052752_0000950170-24-015982.txt,2024,1,10-K,item_1a_risk_factors,1052752,1,expansion_2024_batch_04,076f465ad91b2ef9,active_2021_2024,24,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,3ef1fa78bd85a505,20260311,quarter_diversity_fill,691ff1fda84f8181,82df2d572e24d333,We have been and expect to continue to use artificial intelligence AI in our solutions that support our business.,we have been and expect to continue to use artificial intelligence ai in our solutions that support our business,,,,2024/QTR1/20240216_10-K_edgar_data_1005757_0000950170-24-016286.txt,2024,1,10-K,item_1a_risk_factors,1005757,7,expansion_2024_batch_01,905bba4e6dff169e,active_2021_2024,19,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,6128ec162df8ce87,20260311,quarter_diversity_fill,2caff8c724a07ec3,d92d0115f3bc2cdd,"In addition, our success is also subject to the risk of future disruptive technologies, including machine learning and artificial intelligence AI .",in addition our success is also subject to the risk of future disruptive technologies including machine learning and artificial intelligence ai,,,,2024/QTR1/20240216_10-K_edgar_data_103145_0001558370-24-001289.txt,2024,1,10-K,item_1a_risk_factors,103145,3,expansion_2024_batch_02,c43e8f5344078c81,active_2021_2024,22,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,da37a9c2106b9a36,20260311,quarter_diversity_fill,27b0a202ee3eeea3,76f823817e4365e6,The rapid evolution and increased adoption of artificial intelligence technologies may intensify TDS' cybersecurity risk.,the rapid evolution and increased adoption of artificial intelligence technologies may intensify tds cybersecurity risk,,,,2024/QTR1/20240216_10-K_edgar_data_1051512_0001051512-24-000010.txt,2024,1,10-K,item_1_business,1051512,1,expansion_2024_batch_04,bcf6fcf1e29491c5,active_2021_2024,15,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,5ce1bcfbd673070d,20260311,quarter_diversity_fill,a3d33d0f7a867552,8bf4e3088430aa9c,"As with many technological innovations, artificial intelligence AI"" presents great promise but also risks and challenges that could adversely affect our business.",as with many technological innovations artificial intelligence ai presents great promise but also risks and challenges that could adversely affect our business,,,,2024/QTR1/20240216_10-K_edgar_data_1066247_0000950170-24-016260.txt,2024,1,10-K,other,1066247,2,expansion_2024_batch_04,d479de2de5939312,active_2021_2024,22,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,835ec0368f1e410f,20260311,quarter_diversity_fill,501a42c21d81fb7b,579e57a2f1cc90f3,"We may not be successful in our adoption of AI, which could adversely affect our business, reputation, or financial results.",we may not be successful in our adoption of ai which could adversely affect our business reputation or financial results,,,,2024/QTR1/20240220_10-K_edgar_data_1042773_0001130310-24-000010.txt,2024,1,10-K,item_1a_risk_factors,1042773,5,expansion_2024_batch_03,ec79eafd06ddebde,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,b23a5c4f603f3229,20260311,quarter_diversity_fill,41c24874f9a6c8ce,630a06f71c5b8a40,"18 Launched ""BriefCam"", an AI-based camera solution designed to assist with monitoring risk areas at our facilities.",18 launched briefcam an ai based camera solution designed to assist with monitoring risk areas at our facilities,,,,2024/QTR1/20240220_10-K_edgar_data_1070985_0000950170-24-017235.txt,2024,1,10-K,other,1070985,1,expansion_2024_batch_04,079d7bfc7f347fda,active_2021_2024,17,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,6c457c2fff577088,20260311,quarter_diversity_fill,7f149b24b4a063a6,1381f99e3677ba92,"We plan to build Earth-2, a digital twin of the Earth on NVIDIA AI and NVIDIA Omniverse platforms.",we plan to build earth 2 a digital twin of the earth on nvidia ai and nvidia omniverse platforms,,,,2024/QTR1/20240221_10-K_edgar_data_1045810_0001045810-24-000029.txt,2024,1,10-K,other,1045810,56,expansion_2024_batch_03,d6a7ac73fa649935,active_2021_2024,18,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,5640fd853701afed,20260311,quarter_diversity_fill,59716e248fcbd2d0,2e74a4cd08d2b932,We are also actively exploring the integration of generative AI into our institutions various student processes.,we are also actively exploring the integration of generative ai into our institutions various student processes,,,,2024/QTR1/20240221_10-K_edgar_data_1046568_0000950170-24-017946.txt,2024,1,10-K,item_1_business,1046568,3,expansion_2024_batch_03,0bee2ae53232c69c,active_2021_2024,16,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,0dd2103eededf119,20260311,quarter_diversity_fill,74451979bd7d7675,9bef5275c1e3067b,Generative artificial intelligence could also create additional regulatory scrutiny and generate uncertainty around intellectual property ownership and/or licensing or use.,generative artificial intelligence could also create additional regulatory scrutiny and generate uncertainty around intellectual property ownership and or licensing or use,,,,2024/QTR1/20240221_10-K_edgar_data_104918_0000950170-24-017421.txt,2024,1,10-K,other,104918,3,expansion_2024_batch_03,ae0e935a14d4a20b,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,b3006cd1ec0a8ceb,20260311,quarter_diversity_fill,ac52adf8005d949d,f043c6645ae81ea2,"Additionally, AI technology can create accuracy issues and other outcomes that could harm our customers and negatively impact our reputation and our business.",additionally ai technology can create accuracy issues and other outcomes that could harm our customers and negatively impact our reputation and our business,,,,2024/QTR1/20240222_10-K_edgar_data_1022079_0001022079-24-000041.txt,2024,1,10-K,item_1a_risk_factors,1022079,19,expansion_2024_batch_02,c91d717ce5039a60,active_2021_2024,23,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,f62c6534715383b0,20260311,quarter_diversity_fill,f547005d762e0c44,c271621fb97ae611,"The AI Pension Plan is a multiemployer plan as defined under the Employee Retirement Income Security Act of 1974, as amended.",the ai pension plan is a multiemployer plan as defined under the employee retirement income security act of 1974 as amended,,,,2024/QTR1/20240222_10-K_edgar_data_1043509_0001043509-24-000022.txt,2024,1,10-K,other,1043509,2,expansion_2024_batch_03,9a6881ad2f3840a9,active_2021_2024,21,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,e5a89f85fc90e222,20260311,quarter_diversity_fill,459573725b86ba77,6c3157fa100d8c01,AFG may utilize artificial intelligence and machine learning AI in its business or incorporate AI into its products and services.,afg may utilize artificial intelligence and machine learning ai in its business or incorporate ai into its products and services,,,,2024/QTR1/20240223_10-K_edgar_data_1042046_0001042046-24-000009.txt,2024,1,10-K,other,1042046,1,expansion_2024_batch_03,11452f76151c1227,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
